+-------+-----+-----+-----+-----+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT | 1XX | 2XX | 3XX | 4XX | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/8182           | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/96    | 0.632 | 0.632 | 0.632   | 0.632 | 0.632 | 0.632 | 0.632 | 0.000  | 13348.000 | 13348.000 | 13348.000    | 13348.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/68    | 0.696 | 0.696 | 0.696   | 0.696 | 0.696 | 0.696 | 0.696 | 0.000  | 13287.000 | 13287.000 | 13287.000    | 13287.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/74    | 0.776 | 0.776 | 0.776   | 0.776 | 0.776 | 0.776 | 0.776 | 0.000  | 13355.000 | 13355.000 | 13355.000    | 13355.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/77    | 0.784 | 0.784 | 0.784   | 0.784 | 0.784 | 0.784 | 0.784 | 0.000  | 13660.000 | 13660.000 | 13660.000    | 13660.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/45    | 0.808 | 0.808 | 0.808   | 0.808 | 0.808 | 0.808 | 0.808 | 0.000  | 13463.000 | 13463.000 | 13463.000    | 13463.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/8182  | 0.232 | 0.232 | 0.232   | 0.232 | 0.232 | 0.232 | 0.232 | 0.000  | 13219.000 | 13219.000 | 13219.000    | 13219.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/8182               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 621.000   | 621.000   | 621.000      | 621.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair                    | 0.204 | 0.204 | 0.204   | 0.204 | 0.204 | 0.204 | 0.204 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate                   | 0.212 | 0.212 | 0.212   | 0.212 | 0.212 | 0.212 | 0.212 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/29501          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/24841 | 0.252 | 0.252 | 0.252   | 0.252 | 0.252 | 0.252 | 0.252 | 0.000  | 13463.000 | 13463.000 | 13463.000    | 13463.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/20684     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/14649             | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 602.000   | 602.000   | 602.000      | 602.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/14649     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/22856              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 625.000   | 625.000   | 625.000      | 625.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/20684             | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 604.000   | 604.000   | 604.000      | 604.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/11635             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 606.000   | 606.000   | 606.000      | 606.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/24841              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 538.000   | 538.000   | 538.000      | 538.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/25682 | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 13471.000 | 13471.000 | 13471.000    | 13471.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/7134      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/7134              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 576.000   | 576.000   | 576.000      | 576.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/9829              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 683.000   | 683.000   | 683.000      | 683.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/11799             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 596.000   | 596.000   | 596.000      | 596.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/11799     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/22856 | 0.240 | 0.240 | 0.240   | 0.240 | 0.240 | 0.240 | 0.240 | 0.000  | 13396.000 | 13396.000 | 13396.000    | 13396.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/3752               | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 542.000   | 542.000   | 542.000      | 542.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/25682              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 625.000   | 625.000   | 625.000      | 625.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/15203     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/15203             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 611.000   | 611.000   | 611.000      | 611.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/12952          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/16569          | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/27540             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 668.000   | 668.000   | 668.000      | 668.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/27540     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/3792  | 0.216 | 0.216 | 0.216   | 0.216 | 0.216 | 0.216 | 0.216 | 0.000  | 13158.000 | 13158.000 | 13158.000    | 13158.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/3752  | 0.260 | 0.260 | 0.260   | 0.260 | 0.260 | 0.260 | 0.260 | 0.000  | 13497.000 | 13497.000 | 13497.000    | 13497.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/12908          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/12908 | 0.200 | 0.200 | 0.200   | 0.200 | 0.200 | 0.200 | 0.200 | 0.000  | 13213.000 | 13213.000 | 13213.000    | 13213.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/3752           | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/3050      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/3050              | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 556.000   | 556.000   | 556.000      | 556.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/28428     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/6244              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 576.000   | 576.000   | 576.000      | 576.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/13442             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 632.000   | 632.000   | 632.000      | 632.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/8633              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 586.000   | 586.000   | 586.000      | 586.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/8633      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/22428             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 587.000   | 587.000   | 587.000      | 587.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/16544             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 631.000   | 631.000   | 631.000      | 631.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/16544     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/25389             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 611.000   | 611.000   | 611.000      | 611.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/10943             | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 558.000   | 558.000   | 558.000      | 558.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/10943     | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/8737               | 0.036 | 0.036 | 0.036   | 0.036 | 0.036 | 0.036 | 0.036 | 0.000  | 571.000   | 571.000   | 571.000      | 571.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/27006 | 0.248 | 0.248 | 0.248   | 0.248 | 0.248 | 0.248 | 0.248 | 0.000  | 13421.000 | 13421.000 | 13421.000    | 13421.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/28894              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 527.000   | 527.000   | 527.000      | 527.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/8737  | 0.212 | 0.212 | 0.212   | 0.212 | 0.212 | 0.212 | 0.212 | 0.000  | 13113.000 | 13113.000 | 13113.000    | 13113.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/23404              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 545.000   | 545.000   | 545.000      | 545.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/3792               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 565.000   | 565.000   | 565.000      | 565.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/26539     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/28894 | 0.240 | 0.240 | 0.240   | 0.240 | 0.240 | 0.240 | 0.240 | 0.000  | 13463.000 | 13463.000 | 13463.000    | 13463.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/3019               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 543.000   | 543.000   | 543.000      | 543.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/23404 | 0.196 | 0.196 | 0.196   | 0.196 | 0.196 | 0.196 | 0.196 | 0.000  | 13401.000 | 13401.000 | 13401.000    | 13401.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/23404          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/26539             | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 643.000   | 643.000   | 643.000      | 643.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/2285              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 581.000   | 581.000   | 581.000      | 581.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/12908              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 558.000   | 558.000   | 558.000      | 558.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/28904 | 0.224 | 0.224 | 0.224   | 0.224 | 0.224 | 0.224 | 0.224 | 0.000  | 13463.000 | 13463.000 | 13463.000    | 13463.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/25068          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/25068 | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 13360.000 | 13360.000 | 13360.000    | 13360.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/28904              | 0.024 | 0.024 | 0.024   | 0.024 | 0.024 | 0.024 | 0.024 | 0.000  | 468.000   | 468.000   | 468.000      | 468.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/3019  | 0.172 | 0.172 | 0.172   | 0.172 | 0.172 | 0.172 | 0.172 | 0.000  | 13255.000 | 13255.000 | 13255.000    | 13255.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/3019           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/25068              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 573.000   | 573.000   | 573.000      | 573.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/12817 | 0.212 | 0.212 | 0.212   | 0.212 | 0.212 | 0.212 | 0.212 | 0.000  | 13367.000 | 13367.000 | 13367.000    | 13367.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/23236     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/1113              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 639.000   | 639.000   | 639.000      | 639.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/12817              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 558.000   | 558.000   | 558.000      | 558.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/2663      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/11918             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 640.000   | 640.000   | 640.000      | 640.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/25408             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 579.000   | 579.000   | 579.000      | 579.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/25408     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/27131     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/27131             | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 681.000   | 681.000   | 681.000      | 681.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/12934              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 544.000   | 544.000   | 544.000      | 544.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/11169              | 0.024 | 0.024 | 0.024   | 0.024 | 0.024 | 0.024 | 0.024 | 0.000  | 530.000   | 530.000   | 530.000      | 530.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/390                | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 534.000   | 534.000   | 534.000      | 534.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/12934 | 0.216 | 0.216 | 0.216   | 0.216 | 0.216 | 0.216 | 0.216 | 0.000  | 13242.000 | 13242.000 | 13242.000    | 13242.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/5422               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 537.000   | 537.000   | 537.000      | 537.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/11169 | 0.204 | 0.204 | 0.204   | 0.204 | 0.204 | 0.204 | 0.204 | 0.000  | 13348.000 | 13348.000 | 13348.000    | 13348.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/2578               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 528.000   | 528.000   | 528.000      | 528.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/390   | 0.208 | 0.208 | 0.208   | 0.208 | 0.208 | 0.208 | 0.208 | 0.000  | 13431.000 | 13431.000 | 13431.000    | 13431.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/chair/4389               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 540.000   | 540.000   | 540.000      | 540.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/27006          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/5422           | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/27347             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 608.000   | 608.000   | 608.000      | 608.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/estate/26703             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 645.000   | 645.000   | 645.000      | 645.000   |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/12896          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | GET    | /api/recommended_estate/2578  | 0.216 | 0.216 | 0.216   | 0.216 | 0.216 | 0.216 | 0.216 | 0.000  | 13400.000 | 13400.000 | 13400.000    | 13400.000 |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/2578           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/estate/req_doc/28178     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1   | 0   | 0   | 0   | POST   | /api/chair/buy/14175          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
