+-------+-----+------+-----+-----+-----+--------+-------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-----------+-----------+--------------+-----------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |              URI              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |  SUM(BODY)   | AVG(BODY) |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/94                | 0.220 | 0.220 | 0.220   | 0.220 | 0.220 | 0.220 | 0.220 | 0.000  | 616.000   | 616.000   | 616.000      | 616.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/5000              | 0.032 | 0.032 | 0.032   | 0.032 | 0.032 | 0.032 | 0.032 | 0.000  | 598.000   | 598.000   | 598.000      | 598.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/18454     | 0.048 | 0.048 | 0.048   | 0.048 | 0.048 | 0.048 | 0.048 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/20755          | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/18454             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 620.000   | 620.000   | 620.000      | 620.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/22752 | 0.032 | 0.032 | 0.032   | 0.032 | 0.032 | 0.032 | 0.032 | 0.000  | 13392.000 | 13392.000 | 13392.000    | 13392.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/12                | 0.608 | 0.608 | 0.608   | 0.608 | 0.608 | 0.608 | 0.608 | 0.000  | 559.000   | 559.000   | 559.000      | 559.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/82                | 0.612 | 0.612 | 0.612   | 0.612 | 0.612 | 0.612 | 0.612 | 0.000  | 632.000   | 632.000   | 632.000      | 632.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/67    | 0.620 | 0.620 | 0.620   | 0.620 | 0.620 | 0.620 | 0.620 | 0.000  | 13362.000 | 13362.000 | 13362.000    | 13362.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/81                | 0.620 | 0.620 | 0.620   | 0.620 | 0.620 | 0.620 | 0.620 | 0.000  | 636.000   | 636.000   | 636.000      | 636.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/63    | 0.668 | 0.668 | 0.668   | 0.668 | 0.668 | 0.668 | 0.668 | 0.000  | 13674.000 | 13674.000 | 13674.000    | 13674.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/11    | 0.760 | 0.760 | 0.760   | 0.760 | 0.760 | 0.760 | 0.760 | 0.000  | 13227.000 | 13227.000 | 13227.000    | 13227.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/58    | 1.136 | 1.136 | 1.136   | 1.136 | 1.136 | 1.136 | 1.136 | 0.000  | 13362.000 | 13362.000 | 13362.000    | 13362.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/22752              | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 523.000   | 523.000   | 523.000      | 523.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/23277     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/23277             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 644.000   | 644.000   | 644.000      | 644.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/2291           | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/2291  | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13438.000 | 13438.000 | 13438.000    | 13438.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/2291               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 581.000   | 581.000   | 581.000      | 581.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/7961               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 526.000   | 526.000   | 526.000      | 526.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17632          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/17632 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13256.000 | 13256.000 | 13256.000    | 13256.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/7961  | 0.216 | 0.216 | 0.216   | 0.216 | 0.216 | 0.216 | 0.216 | 0.000  | 13256.000 | 13256.000 | 13256.000    | 13256.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/17632              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 529.000   | 529.000   | 529.000      | 529.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/7126  | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 13455.000 | 13455.000 | 13455.000    | 13455.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/21744              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 508.000   | 508.000   | 508.000      | 508.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/7126               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 543.000   | 543.000   | 543.000      | 543.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/10480          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/10480 | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 13369.000 | 13369.000 | 13369.000    | 13369.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17395          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/10480              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 487.000   | 487.000   | 487.000      | 487.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/16408 | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 13451.000 | 13451.000 | 13451.000    | 13451.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/16408              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 595.000   | 595.000   | 595.000      | 595.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/21744 | 0.172 | 0.172 | 0.172   | 0.172 | 0.172 | 0.172 | 0.172 | 0.000  | 13302.000 | 13302.000 | 13302.000    | 13302.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/21744          | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/25622     | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/25622             | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 581.000   | 581.000   | 581.000      | 581.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/754       | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/1378      | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/1378              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 626.000   | 626.000   | 626.000      | 626.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/10290             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 671.000   | 671.000   | 671.000      | 671.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/24690          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/24690 | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 13285.000 | 13285.000 | 13285.000    | 13285.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/24690              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 554.000   | 554.000   | 554.000      | 554.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/3246  | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 13567.000 | 13567.000 | 13567.000    | 13567.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/3246               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 520.000   | 520.000   | 520.000      | 520.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/3392              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 582.000   | 582.000   | 582.000      | 582.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/7118      | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/26525     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/3463           | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/3463  | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13529.000 | 13529.000 | 13529.000    | 13529.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/3463               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 551.000   | 551.000   | 551.000      | 551.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/28291              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 555.000   | 555.000   | 555.000      | 555.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/28893          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/28893              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 550.000   | 550.000   | 550.000      | 550.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/28291 | 0.252 | 0.252 | 0.252   | 0.252 | 0.252 | 0.252 | 0.252 | 0.000  | 13264.000 | 13264.000 | 13264.000    | 13264.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/28893 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13369.000 | 13369.000 | 13369.000    | 13369.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/2986  | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13477.000 | 13477.000 | 13477.000    | 13477.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/2986               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 502.000   | 502.000   | 502.000      | 502.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/9730      | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/9730              | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 639.000   | 639.000   | 639.000      | 639.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/4529           | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/14752          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/4529  | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13360.000 | 13360.000 | 13360.000    | 13360.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/4529               | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 525.000   | 525.000   | 525.000      | 525.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/27286 | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 13629.000 | 13629.000 | 13629.000    | 13629.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/11488             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 606.000   | 606.000   | 606.000      | 606.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/27286              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 559.000   | 559.000   | 559.000      | 559.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/23457     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/23457             | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 598.000   | 598.000   | 598.000      | 598.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/17845          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/9622           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/25172 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13477.000 | 13477.000 | 13477.000    | 13477.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/25172              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 598.000   | 598.000   | 598.000      | 598.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/28039     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/6010              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 635.000   | 635.000   | 635.000      | 635.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/6010      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/11984              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 566.000   | 566.000   | 566.000      | 566.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/22783              | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 504.000   | 504.000   | 504.000      | 504.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/16243          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/16243 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13233.000 | 13233.000 | 13233.000    | 13233.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/16243              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 532.000   | 532.000   | 532.000      | 532.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/4884      | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/22783 | 0.244 | 0.244 | 0.244   | 0.244 | 0.244 | 0.244 | 0.244 | 0.000  | 13335.000 | 13335.000 | 13335.000    | 13335.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/11984 | 0.260 | 0.260 | 0.260   | 0.260 | 0.260 | 0.260 | 0.260 | 0.000  | 13227.000 | 13227.000 | 13227.000    | 13227.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/23301              | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 553.000   | 553.000   | 553.000      | 553.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/24869 | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 13264.000 | 13264.000 | 13264.000    | 13264.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/24869              | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 494.000   | 494.000   | 494.000      | 494.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/10875             | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 609.000   | 609.000   | 609.000      | 609.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/27500          | 0.020 | 0.020 | 0.020   | 0.020 | 0.020 | 0.020 | 0.020 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/14240 | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 13251.000 | 13251.000 | 13251.000    | 13251.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/14240              | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 540.000   | 540.000   | 540.000      | 540.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/23301 | 0.232 | 0.232 | 0.232   | 0.232 | 0.232 | 0.232 | 0.232 | 0.000  | 13227.000 | 13227.000 | 13227.000    | 13227.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/29973     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/8035           | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/23301          | 0.008 | 0.008 | 0.008   | 0.008 | 0.008 | 0.008 | 0.008 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/8035  | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 13264.000 | 13264.000 | 13264.000    | 13264.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/8035               | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 529.000   | 529.000   | 529.000      | 529.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/6745           | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/recommended_estate/2307  | 0.028 | 0.028 | 0.028   | 0.028 | 0.028 | 0.028 | 0.028 | 0.000  | 13264.000 | 13264.000 | 13264.000    | 13264.000 |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/2307               | 0.024 | 0.024 | 0.024   | 0.024 | 0.024 | 0.024 | 0.024 | 0.000  | 580.000   | 580.000   | 580.000      | 580.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/15014     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/estate/15014             | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 571.000   | 571.000   | 571.000      | 571.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/5812           | 0.016 | 0.016 | 0.016   | 0.016 | 0.016 | 0.016 | 0.016 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/11976     | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/estate/req_doc/12521     | 0.004 | 0.004 | 0.004   | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/buy/13316          | 0.012 | 0.012 | 0.012   | 0.012 | 0.012 | 0.012 | 0.012 | 0.000  | 0.000     | 0.000     | 0.000        | 0.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/chair/2143               | 0.000 | 0.000 | 0.000   | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 553.000   | 553.000   | 553.000      | 553.000   |
